Job profession,Linguistic,Musical,Bodily,Logical - Mathematical,Spatial-Visualization,Interpersonal,Intrapersonal,Naturalist
Technician,8,9,19,12,14,19,11,12
Technician,9,5,17,11,13,15,12,12
Technician,10,5,19,12,11,16,14,12
Technician,5,6,20,13,12,17,11,13
Technician,6,6,19,14,14,18,11,11
Technician,7,7,17,11,13,19,11,12
Technician,8,7,19,12,11,15,11,14
Technician,9,8,15,11,12,16,13,13
Technician,10,8,16,12,14,17,11,13
Technician,5,9,17,13,13,18,12,13
Technician,6,9,18,14,11,19,14,13
Technician,7,5,15,11,12,15,12,13
Technician,8,5,16,12,14,16,12,11
Technician,9,6,17,11,13,17,12,12
Technician,10,6,18,12,11,18,12,14
Technician,5,7,15,13,12,19,13,11
Technician,6,7,16,14,14,15,11,11
Technician,7,8,17,11,13,16,12,11
Technician,8,8,18,12,11,17,14,11
Technician,9,9,15,11,12,18,12,13
Technician,10,9,16,12,14,19,12,11
Technician,5,5,17,13,13,15,12,12
Technician,6,5,18,14,11,16,12,14
Technician,7,6,15,11,12,17,13,12
Technician,8,6,16,12,14,18,11,12
Technician,9,7,17,11,13,19,12,12
Technician,10,7,18,12,11,15,14,12
Technician,5,8,15,13,12,16,11,13
Technician,6,8,16,14,14,17,11,11
Technician,7,9,17,11,13,18,11,12
Technician,8,9,18,12,11,19,11,14
Technician,9,5,18,11,12,15,13,12
Technician,10,5,15,12,14,16,11,12
Technician,5,6,16,13,13,17,12,12
Technician,6,6,17,14,11,18,14,12
Technician,7,7,18,11,12,19,14,13
Technician,8,7,15,12,14,15,14,11
Technician,9,8,16,11,13,16,14,12
Technician,10,8,17,12,11,17,14,14
Technician,6,9,19,13,13,18,13,11
Technician,8,9,18,14,14,19,14,11
